ST_NAME,YEAR,AC_NO,#,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
Bihar,2000,253,2,BODH GAYA,SC,KRISHNA KUMAR CHOUDHURY,M,,NODATA,BJP,19741
Bihar,2000,253,3,BODH GAYA,SC,RAM UDAY PRASAD,M,,NODATA,INC,15898
Bihar,2000,253,4,BODH GAYA,SC,BALIK RAM,M,,NODATA,CPI,5485
Bihar,2000,253,5,BODH GAYA,SC,RAJESH KUMAR MANJHI,M,,NODATA,IND,2380
Bihar,2000,253,6,BODH GAYA,SC,KISHORI RAJAK,M,,NODATA,BSP,2246
Bihar,2000,253,7,BODH GAYA,SC,RAM BRIKSH PRASAD,M,,NODATA,MCPI(S),1560
Bihar,2000,253,8,BODH GAYA,SC,NARESH CHOUDHARY,M,,NODATA,IND,840
Bihar,2000,253,9,BODH GAYA,SC,RAVINDRA KUMAR,M,,NODATA,IND,740
Bihar,2000,253,10,BODH GAYA,SC,KISHORE PASWAN,M,,NODATA,IND,652
Bihar,2000,253,11,BODH GAYA,SC,DILIP MANJHI,M,,NODATA,IND,475
Bihar,2000,253,12,BODH GAYA,SC,NARESH CHOUDHARY,M,,NODATA,BHJC,345
Bihar,2000,253,13,BODH GAYA,SC,DINESH PASWAN ALIAS DINESH KUMAR,M,,NODATA,IND,263
Bihar,2000,254,1,BARACHATTI,SC,BHAGWATEE DEVI,F,,NODATA,RJD,26694
Bihar,2000,254,2,BARACHATTI,SC,RAJESH KUMAR,M,,NODATA,SAP,16030
Bihar,2000,254,3,BARACHATTI,SC,PRAMESHWAR SINGH,M,,NODATA,INC,9513
Bihar,2000,254,4,BARACHATTI,SC,RAJ KUMAR BHUIYAN,M,,NODATA,BSP,4664
Bihar,2000,254,5,BARACHATTI,SC,UMESH SINGH,M,,NODATA,IND,4019
Bihar,2000,254,6,BARACHATTI,SC,BALKESHWAR MANJHI,M,,NODATA,CPI(ML)(L),2857
Bihar,2000,254,7,BARACHATTI,SC,RAJ KUMAR MANJHI,M,,NODATA,IND,1377
Bihar,2000,254,8,BARACHATTI,SC,ANIL KUMAR PRASAD,M,,NODATA,BJP,1186
Bihar,2000,254,9,BARACHATTI,SC,ANANDDEO PASWAN,M,,NODATA,AJBP,577
Bihar,2000,254,10,BARACHATTI,SC,BARHAN BHUIYAN,M,,NODATA,IND,356
Bihar,2000,254,11,BARACHATTI,SC,JANKI DAS,M,,NODATA,IND,345
Bihar,2000,254,12,BARACHATTI,SC,KRISHNA PASWAN,M,,NODATA,IND,240
Bihar,2000,254,13,BARACHATTI,SC,SOODESH PASWAN,M,,NODATA,IND,121
Bihar,2000,255,1,FATEHPUR,SC,SHYAMDEO PASWAN,M,,NODATA,RJD,53589
Bihar,2000,255,2,FATEHPUR,SC,TAPESHWAR PRASAD,M,,NODATA,JD(U),27887
Bihar,2000,255,3,FATEHPUR,SC,BARHO RAJBANSHI,M,,NODATA,IND,6249
Bihar,2000,255,4,FATEHPUR,SC,VIJAY KUMAR CHOUDHARY,M,,NODATA,BJP,3371
Bihar,2000,255,5,FATEHPUR,SC,JITENDRA KUMAR,M,,NODATA,INC,3050
Bihar,2000,255,6,FATEHPUR,SC,RAM PARIKSHIT MANJHI,M,,NODATA,IND,2461
Bihar,2000,255,7,FATEHPUR,SC,JANKI PASWAN,M,,NODATA,CPI,1729
Bihar,2000,255,8,FATEHPUR,SC,KAMLA DEVI,F,,NODATA,BSP,1598
Bihar,2000,255,9,FATEHPUR,SC,DHARMENDRA KUMAR,M,,NODATA,IND,1016
Bihar,2000,255,10,FATEHPUR,SC,ANUP BHUIAN,M,,NODATA,IND,766
Bihar,2000,255,11,FATEHPUR,SC,WACHO DEVI,F,,NODATA,IND,539
Bihar,2000,255,12,FATEHPUR,SC,ARJUN MANJHI,M,,NODATA,IND,420
Bihar,2000,256,1,ATRI,GEN,RAJENDRA PRASAD YADAV,M,,NODATA,RJD,90858
Bihar,2000,256,2,ATRI,GEN,BIRENDRA SINGH,M,,NODATA,BPSP,58824
Bihar,2000,256,3,ATRI,GEN,NIRANJAN KUMAR SINGH,M,,NODATA,CPI(ML)(L),852
Bihar,2000,256,4,ATRI,GEN,SHIV SHANKAR PRASAD SINGH,M,,NODATA,INC,643
Bihar,2000,256,5,ATRI,GEN,BAIKUNTH SINGH,M,,NODATA,IND,478
Bihar,2000,256,6,ATRI,GEN,KSHITIJ MOHAN SINGH,M,,NODATA,BJP,378
Bihar,2000,256,7,ATRI,GEN,KAISER ALI,M,,NODATA,BSP,343
Bihar,2000,256,8,ATRI,GEN,NAGWANT SINGH,M,,NODATA,SSD,208
Bihar,2000,256,9,ATRI,GEN,BIRENDRA SINGH,M,,NODATA,AJBP,167
Bihar,2000,256,10,ATRI,GEN,UPENDRA KUMAR SINGH,M,,NODATA,BJC(R),115
Bihar,2000,256,11,ATRI,GEN,NAKUL DEV CHAUHAN,M,,NODATA,IND,106
Bihar,2000,256,12,ATRI,GEN,SOMARAK SINGH ALIAS SUMIRAK YADAV,M,,NODATA,IND,84
Bihar,2000,256,13,ATRI,GEN,RAJESHWAR PRASAD,M,,NODATA,IND,68
Bihar,2000,257,1,NAWADA,GEN,RAJBALLABH PRASAD,M,,NODATA,RJD,106614
Bihar,2000,257,2,NAWADA,GEN,SHATRUGHAN PRASAD SINGH,M,,NODATA,IND,55212
Bihar,2000,257,3,NAWADA,GEN,MASIH UDIN,M,,NODATA,SAP,8065
Bihar,2000,257,4,NAWADA,GEN,BACHU SHAO,M,,NODATA,BSP,7075
Bihar,2000,257,5,NAWADA,GEN,NAVIN KESARI,M,,NODATA,BJP,5489
Bihar,2000,257,6,NAWADA,GEN,ALI ANSARI,M,,NODATA,CPI,1263
Bihar,2000,257,7,NAWADA,GEN,IKWA HADAR KHAN,M,,NODATA,INC,636
Bihar,2000,257,8,NAWADA,GEN,RAM RATAN SINGH,M,,NODATA,NCP,340
Bihar,2000,257,9,NAWADA,GEN,SANJAY KUMAR,M,,NODATA,AJBP,176
Bihar,2000,257,9,NAWADA,GEN,MOHAN SAO,M,,NODATA,IND,176
Bihar,2000,257,11,NAWADA,GEN,SHIV KUMAR SINHA,M,,NODATA,JMM,140
Bihar,2000,257,12,NAWADA,GEN,YOGENDRA YADAV,M,,NODATA,IND,64
Bihar,2000,257,13,NAWADA,GEN,BISUNDEO YADAV,M,,NODATA,IND,56
Bihar,2000,257,14,NAWADA,GEN,NILOTPAL KANT PANDEY,M,,NODATA,IND,49
Bihar,2000,257,15,NAWADA,GEN,CHANDRIKA YADAV,M,,NODATA,IND,39
Bihar,2000,258,1,RAJAULI,SC,RAJARAM PASWAN,M,,NODATA,RJD,71589
Bihar,2000,258,2,RAJAULI,SC,BANWARI RAM,M,,NODATA,IND,40247
Bihar,2000,258,3,RAJAULI,SC,BABU LAL,M,,NODATA,IND,10345
Bihar,2000,258,4,RAJAULI,SC,CHANDRIKA RAJBANSHI,M,,NODATA,BJP,8363
Bihar,2000,258,5,RAJAULI,SC,RAJENDRA CHAUDHARY,M,,NODATA,BSP,2252
Bihar,2000,258,6,RAJAULI,SC,RAM BILAS TURIYA,M,,NODATA,CPI(ML)(L),2033
Bihar,2000,258,7,RAJAULI,SC,BADRI RAM,M,,NODATA,IND,1307
Bihar,2000,258,8,RAJAULI,SC,AMRIT MANJHI,M,,NODATA,RLD,691
Bihar,2000,258,9,RAJAULI,SC,GAYATRI DEVI,F,,NODATA,INC,662
Bihar,2000,258,10,RAJAULI,SC,YOGENDRA PASWAN,M,,NODATA,IND,324
Bihar,2000,258,11,RAJAULI,SC,PANKAJ KUMAR,M,,NODATA,AJBP,267
Bihar,2000,258,12,RAJAULI,SC,MITHILES CHAUDHRY,M,,NODATA,IND,224
Bihar,2000,258,13,RAJAULI,SC,RAMCHANDRA RAM,M,,NODATA,IND,84
Bihar,2000,258,14,RAJAULI,SC,RAMAWATAR RAJBANSI,M,,NODATA,IND,71
Bihar,2000,258,15,RAJAULI,SC,ARJUN PRASAD,M,,NODATA,JD(U),37
Bihar,2000,260,1,WARSALIGANJ,GEN,ARUNA DEVI,F,,NODATA,IND,88490
Bihar,2000,260,2,WARSALIGANJ,GEN,MANILAL PRASAD,M,,NODATA,RJD,43777
Bihar,2000,260,3,WARSALIGANJ,GEN,KEDAR PRASAD,M,,NODATA,CPI,17974
Bihar,2000,260,4,WARSALIGANJ,GEN,SHAILENDRA KUMAR,M,,NODATA,SAP,1988
Bihar,2000,260,5,WARSALIGANJ,GEN,BINDESHWAR PRASAD,M,,NODATA,NCP,1402
Bihar,2000,260,6,WARSALIGANJ,GEN,SURESH SHANKAR SINHA,M,,NODATA,IND,760
Bihar,2000,260,7,WARSALIGANJ,GEN,VIJAY KUMAR SINHA,M,,NODATA,BJP,517
Bihar,2000,260,8,WARSALIGANJ,GEN,MAHENDRA SINGH,M,,NODATA,INC,313
Bihar,2000,260,9,WARSALIGANJ,GEN,RENU DEVI,F,,NODATA,BHJVP,283
Bihar,2000,260,10,WARSALIGANJ,GEN,SHYAM SUNDER SINGH,M,,NODATA,BJC(R),198
Bihar,2000,260,11,WARSALIGANJ,GEN,SUPENDRA PASWAN,M,,NODATA,IND,145
Bihar,2000,260,12,WARSALIGANJ,GEN,KRISHNA DEO DAS,M,,NODATA,BSP,96
Bihar,2000,260,13,WARSALIGANJ,GEN,TANIK MOCHI,M,,NODATA,IND,92
Bihar,2000,260,14,WARSALIGANJ,GEN,ANIL SHANKAR SINHA,M,,NODATA,IND,48
Bihar,2000,260,15,WARSALIGANJ,GEN,SHIV PUJAN SINGH,M,,NODATA,AJBP,40
Bihar,2000,260,16,WARSALIGANJ,GEN,MRITUJAY PRASAD,M,,NODATA,IND,37
Bihar,2000,260,17,WARSALIGANJ,GEN,NARESH KUMAR VERMA,M,,NODATA,IND,35
Bihar,2000,260,18,WARSALIGANJ,GEN,SHIV NANDAN PRASAD,M,,NODATA,IND,18
Bihar,2000,261,1,HISUA,GEN,ADITYA SINGH,M,,NODATA,IND,27497
Bihar,2000,261,2,HISUA,GEN,GANESH SHANKAR VIDYARTHI,M,,NODATA,CPM,23577
Bihar,2000,261,3,HISUA,GEN,VINAY KUMAR,M,,NODATA,BJP,15899
Bihar,2000,261,4,HISUA,GEN,JANARDAN SINGH,M,,NODATA,BJC(R),11688
Bihar,2000,261,5,HISUA,GEN,NARENDRA KUMAR,M,,NODATA,INC,7875
Bihar,2000,261,6,HISUA,GEN,SHYAM KISHORE SINGH,M,,NODATA,CPI,6185
Bihar,2000,261,7,HISUA,GEN,TRIPIT SINGH,M,,NODATA,IND,2801
Bihar,2000,261,8,HISUA,GEN,LAL NARIAN SINGH,M,,NODATA,IND,1578
Bihar,2000,261,9,HISUA,GEN,JAI RAM SINGH,M,,NODATA,IND,1275
Bihar,2000,261,10,HISUA,GEN,VIDYA CHARAN SINGH,M,,NODATA,AJBP,788
Bihar,2000,261,11,HISUA,GEN,ASHOK KUMAR,M,,NODATA,IND,191
Bihar,2000,261,12,HISUA,GEN,RAM ANUJ SINGH,M,,NODATA,IND,180
Bihar,2000,262,1,KODARMA,GEN,ANNAPURNA DEVI,F,,NODATA,RJD,64790
Bihar,2000,262,2,KODARMA,GEN,RAMESH SINGH,M,,NODATA,BJP,42828
Bihar,2000,262,3,KODARMA,GEN,RAM LAKHAN SINGH,M,,NODATA,INC,4987
Bihar,2000,262,4,KODARMA,GEN,KRISHNA SINGH,M,,NODATA,CPI,4083
Bihar,2000,262,5,KODARMA,GEN,GOPAL YADAV,M,,NODATA,IND,3657
Bihar,2000,262,6,KODARMA,GEN,MANINDRA RAM,M,,NODATA,IND,1791
Bihar,2000,262,7,KODARMA,GEN,RAJENDRA PRASAD,M,,NODATA,IND,1060
Bihar,2000,262,8,KODARMA,GEN,MOIN UDIN,M,,NODATA,IND,825
Bihar,2000,262,9,KODARMA,GEN,OM PRAKASH DAS,M,,NODATA,BSP,789
Bihar,2000,262,10,KODARMA,GEN,ARJUN MAHTO,M,,NODATA,JMM,625
Bihar,2000,262,11,KODARMA,GEN,ASHOK KUMAR BARNWAL,M,,NODATA,JKPP,500
Bihar,2000,262,12,KODARMA,GEN,UMA KANT SINHA,M,,NODATA,IND,395
Bihar,2000,262,13,KODARMA,GEN,SARFARAZ NAWAZ KHAN,M,,NODATA,IND,125
Bihar,2000,263,1,BARHI,GEN,MANOJ KUMAR YADAV,M,,NODATA,INC,72443
Bihar,2000,263,2,BARHI,GEN,MAHAVEER SAHU,M,,NODATA,BJP,19983
Bihar,2000,263,3,BARHI,GEN,KRISHNA KUMAR,M,,NODATA,CPI,5878
Bihar,2000,263,4,BARHI,GEN,UMASHANKAR AKELA,M,,NODATA,IND,3750
Bihar,2000,263,5,BARHI,GEN,BASUDEO PASWAN,M,,NODATA,BSP,2129
Bihar,2000,263,6,BARHI,GEN,GIRDHARI LAL YADAV,M,,NODATA,RJD,1720
Bihar,2000,263,7,BARHI,GEN,SANTOSH SAHAY,M,,NODATA,JKPP,562
Bihar,2000,263,8,BARHI,GEN,PRABHU NARAYAN SINGH,M,,NODATA,NCP,475
Bihar,2000,263,9,BARHI,GEN,GULAM GAUS,M,,NODATA,IND,301
Bihar,2000,263,10,BARHI,GEN,DILIP KUMAR JAISWAL,M,,NODATA,IND,258
Bihar,2000,263,11,BARHI,GEN,BABULAL RAM,M,,NODATA,IND,221
Bihar,2000,264,1,CHATRA,SC,SATYANAND BHOKATA,M,,NODATA,BJP,34177
Bihar,2000,264,2,CHATRA,SC,JANARDAN PASWAN,M,,NODATA,RJD,27682
Bihar,2000,264,3,CHATRA,SC,BADRI RAM,M,,NODATA,INC,9791
Bihar,2000,264,4,CHATRA,SC,VINESH DAS,M,,NODATA,IND,2942
Bihar,2000,264,5,CHATRA,SC,BHIM CHOUDHARY,M,,NODATA,IND,588
Bihar,2000,264,6,CHATRA,SC,VINAY PASWAN,M,,NODATA,BSP,465
Bihar,2000,266,1,BARKAGAON,GEN,LOKNATH MAHTO,M,,NODATA,BJP,40921
Bihar,2000,266,2,BARKAGAON,GEN,PURAN RAM SHAHU,M,,NODATA,CPI,30342
Bihar,2000,266,3,BARKAGAON,GEN,MITHILESH KUMAR SINGH,M,,NODATA,MCO,10882
Bihar,2000,266,4,BARKAGAON,GEN,SHIV LAL MAHTO,M,,NODATA,JMM,7876
Bihar,2000,266,5,BARKAGAON,GEN,GIRDHARI GOPE,M,,NODATA,RJD,7860
Bihar,2000,266,6,BARKAGAON,GEN,IDRIS ANSARI,M,,NODATA,INC,6908
Bihar,2000,266,7,BARKAGAON,GEN,GUNI OURAN,F,,NODATA,CPI(ML)(L),2993
Bihar,2000,266,8,BARKAGAON,GEN,GOBIND GANJHU,M,,NODATA,IND,2945
Bihar,2000,266,9,BARKAGAON,GEN,DWARIKA BEDIA,M,,NODATA,BSP,2086
Bihar,2000,266,10,BARKAGAON,GEN,RAMPYARE PRAJAPATI,M,,NODATA,IND,387
Bihar,2000,266,11,BARKAGAON,GEN,RAGHUBIR TIWARI,M,,NODATA,IND,278
Bihar,2000,266,12,BARKAGAON,GEN,KALIM ANSARI,M,,NODATA,NCP,257
Bihar,2000,266,13,BARKAGAON,GEN,MIYA JAN MIAN,M,,NODATA,JKP,220
Bihar,2000,267,1,RAMGARH,GEN,SABIR AHMED QUARESI ALIAS BHERA SINGH,M,,NODATA,CPI,42599
Bihar,2000,267,2,RAMGARH,GEN,ARJUN RAM,M,,NODATA,JMM,30013
Bihar,2000,267,3,RAMGARH,GEN,SHANKAR CHOUDHARY,M,,NODATA,BJP,28442
Bihar,2000,267,4,RAMGARH,GEN,SHAHJADA ANWAR,M,,NODATA,RJD,7427
Bihar,2000,267,5,RAMGARH,GEN,BRAJ KISHOR GANDHI,M,,NODATA,INC,5780
Bihar,2000,267,6,RAMGARH,GEN,DEOKI NANDAN BEDIA,M,,NODATA,CPI(ML)(L),4161
Bihar,2000,267,7,RAMGARH,GEN,LAXMAN MAHTO,M,,NODATA,MCO,2423
Bihar,2000,267,8,RAMGARH,GEN,GANGADHAR MAHTO,M,,NODATA,AJBP,944
Bihar,2000,267,9,RAMGARH,GEN,SHANKAR MUNDA,M,,NODATA,BSP,708
Bihar,2000,272,1,BAGODAR,GEN,MAHENDRA PRASAD SINGH,M,,NODATA,CPI(ML)(L),32182
Bihar,2000,272,2,BAGODAR,GEN,GAUTAM SAGAR RANA,M,,NODATA,JD(U),25529
Bihar,2000,272,3,BAGODAR,GEN,NAGENDRA MAHTO,M,,NODATA,JMM,20955
Bihar,2000,272,4,BAGODAR,GEN,KHARAGDHARI NR. SINGH,M,,NODATA,BJC(R),15692
Bihar,2000,272,5,BAGODAR,GEN,JAI PRAKASH VERMA,M,,NODATA,RJD,9105
Bihar,2000,272,6,BAGODAR,GEN,RAJESH MANDAL,M,,NODATA,IND,7961
Bihar,2000,272,7,BAGODAR,GEN,DEEPAK MAHESHWARI,M,,NODATA,INC,4040
Bihar,2000,272,8,BAGODAR,GEN,ASHOK KUMAR,M,,NODATA,BSP,871
Bihar,2000,272,9,BAGODAR,GEN,GIRDHARI MAHTO,M,,NODATA,IND,821
Bihar,2000,275,1,GIRIDIH,GEN,CHANDRA MOHAN PRASAD,M,,NODATA,BJP,24722
Bihar,2000,275,2,GIRIDIH,GEN,NIRBHAY KUMAR,M,,NODATA,RJD,23697
Bihar,2000,275,3,GIRIDIH,GEN,JYOTINDRA PRASAD,M,,NODATA,INC,14804
Bihar,2000,275,4,GIRIDIH,GEN,IRSHAD AHMAD,M,,NODATA,JMM,12069
Bihar,2000,275,5,GIRIDIH,GEN,JAGESHWAR SINGH,M,,NODATA,IND,5409
Bihar,2000,275,6,GIRIDIH,GEN,OMI LAL AZAD,M,,NODATA,CPI,3197
Bihar,2000,275,7,GIRIDIH,GEN,SHUNIL KUMAR,M,,NODATA,BSP,1506
Bihar,2000,275,8,GIRIDIH,GEN,MUKTESHWAR PRASAD SINGH,M,,NODATA,IND,1413
Bihar,2000,275,9,GIRIDIH,GEN,SURESH RAM,M,,NODATA,IND,1192
Bihar,2000,275,10,GIRIDIH,GEN,NAGESHWAR DASS,M,,NODATA,IND,732
Bihar,2000,275,11,GIRIDIH,GEN,BHUSHAN DASS,M,,NODATA,JKP,324
Bihar,2000,275,12,GIRIDIH,GEN,NARJUN RAM,M,,NODATA,IND,165
Bihar,2000,280,1,TUNDI,GEN,SABA AHMAD,M,,NODATA,RJD,25079
Bihar,2000,280,2,TUNDI,GEN,MATHURA PD. MAHATO,M,,NODATA,JMM,24925
Bihar,2000,280,3,TUNDI,GEN,UDAY KR. SINGH,M,,NODATA,INC,23968
Bihar,2000,280,4,TUNDI,GEN,RAJ KISHORE MAHATO,M,,NODATA,SAP,21853
Bihar,2000,280,5,TUNDI,GEN,VIJAY KUMAR JHA,M,,NODATA,BJP,2878
Bihar,2000,280,6,TUNDI,GEN,KAJAL KUMAR DUTTA,M,,NODATA,BSP,1228
Bihar,2000,280,7,TUNDI,GEN,ABDUL KUDUS,M,,NODATA,SP,1063
Bihar,2000,280,8,TUNDI,GEN,VIJAY PRASAD MAHATO,M,,NODATA,BJC(R),638
Bihar,2000,280,9,TUNDI,GEN,LAKHAN MAHATO,M,,NODATA,IND,574
Bihar,2000,280,10,TUNDI,GEN,SHAMIM AHMAD,M,,NODATA,SWJP,353
Bihar,2000,280,11,TUNDI,GEN,BHAWANI PRASAD MAHATO,M,,NODATA,JKPP,260
Bihar,2000,280,12,TUNDI,GEN,RAMPRIT SINGH,M,,NODATA,IND,206
Bihar,2000,284,1,DHANBAD,GEN,PASHUPATI NATH SINGH,M,,NODATA,BJP,74331
Bihar,2000,284,2,DHANBAD,GEN,PRASADI SAO,M,,NODATA,RJD,32266
Bihar,2000,284,3,DHANBAD,GEN,YOGESHWAR PRASAD YOGESH,M,,NODATA,INC,25476
Bihar,2000,284,4,DHANBAD,GEN,REKHA MANDAL,F,,NODATA,JMM,12710
Bihar,2000,284,5,DHANBAD,GEN,SURENDRA PRASAD RAI,M,,NODATA,NCP,1795
Bihar,2000,284,6,DHANBAD,GEN,AMARENDRA NARAYAN SINGH,M,,NODATA,CPI,1657
Bihar,2000,284,7,DHANBAD,GEN,BISHWANATH BAGI,M,,NODATA,SWJP,1345
Bihar,2000,284,8,DHANBAD,GEN,RAJ KUMAR SHARMA,M,,NODATA,BSP,1344
Bihar,2000,284,9,DHANBAD,GEN,KALIMUDDIN KHAN,M,,NODATA,SP,675
Bihar,2000,284,10,DHANBAD,GEN,VIJAY KUMAR MAHTO,M,,NODATA,IND,313
Bihar,2000,284,11,DHANBAD,GEN,CHHEDU PASI,M,,NODATA,IND,251
Bihar,2000,284,12,DHANBAD,GEN,JAGDISH NARAYAN PD.,M,,NODATA,IND,79
Bihar,2000,288,1,GHATSILA,ST,PRADEEP KUMAR BALMUCHU,M,,NODATA,INC,50645
Bihar,2000,288,2,GHATSILA,ST,BAIJU MURMU,M,,NODATA,BJP,18769
Bihar,2000,288,3,GHATSILA,ST,BABLU MURMU,M,,NODATA,CPI,16353
Bihar,2000,288,4,GHATSILA,ST,SHANKAR CHAND HEMBRAM,M,,NODATA,JMM,9891
Bihar,2000,288,5,GHATSILA,ST,KANHU SAMANT,M,,NODATA,JKPP,2777
Bihar,2000,288,6,GHATSILA,ST,JAIPAL MANJHI,M,,NODATA,RJD,2563
Bihar,2000,288,7,GHATSILA,ST,SITA RAM TUDU,M,,NODATA,IND,1583
Bihar,2000,288,8,GHATSILA,ST,SUNIL MURMU,M,,NODATA,IND,120
Bihar,2000,290,1,JUGSALAI,SC,DULAL BHUIYAN,M,,NODATA,JMM,69989
Bihar,2000,290,2,JUGSALAI,SC,MANGAL RAM,M,,NODATA,BJP,26648
Bihar,2000,290,3,JUGSALAI,SC,HARI MUKHI,M,,NODATA,INC,12999
Bihar,2000,290,4,JUGSALAI,SC,BHASKAR MUKHI,M,,NODATA,RJD,3961
Bihar,2000,290,5,JUGSALAI,SC,RAM AYODHYA RAM,M,,NODATA,CPI,3685
Bihar,2000,290,6,JUGSALAI,SC,UMA SHANKAR PARIHAR,M,,NODATA,BHJC,356
Bihar,2000,290,7,JUGSALAI,SC,RAM SNEHI DEVHARI,M,,NODATA,JKPP,184
Bihar,2000,290,8,JUGSALAI,SC,NARESH PRASAD RAJAK,M,,NODATA,SP,169
Bihar,2000,290,9,JUGSALAI,SC,JAWAHAR LAL,M,,NODATA,BSP,105
Bihar,2000,294,1,SERAIKELLA,ST,ANANT RAM TUDU,M,,NODATA,BJP,49333
Bihar,2000,294,2,SERAIKELLA,ST,CHAMPAI SOREN,M,,NODATA,JMM,40550
Bihar,2000,294,3,SERAIKELLA,ST,MAHENDRA NATH MURMU,M,,NODATA,INC,10160
Bihar,2000,294,4,SERAIKELLA,ST,DURGA TIU,M,,NODATA,IND,3204
Bihar,2000,294,5,SERAIKELLA,ST,SUBARMANIUM BASKEY,M,,NODATA,BSP,2929
Bihar,2000,294,6,SERAIKELLA,ST,VISHU HEMBROM,M,,NODATA,RJD,2451
Bihar,2000,294,7,SERAIKELLA,ST,JAI MOHAN SARDAR,M,,NODATA,AMB,353
Bihar,2000,294,8,SERAIKELLA,ST,PARESH CHANDRA SOREN,M,,NODATA,IND,156
Bihar,2000,298,1,MANOHARPUR,ST,JOBA MAJHI,F,,NODATA,UGDP,29607
Bihar,2000,298,2,MANOHARPUR,ST,SHIVA BODRA,M,,NODATA,BJP,20572
Bihar,2000,298,3,MANOHARPUR,ST,LAXMAN MELGANDI,M,,NODATA,JMM,10161
Bihar,2000,298,4,MANOHARPUR,ST,GURUCHARAN NAYAK,M,,NODATA,SP,10010
Bihar,2000,298,5,MANOHARPUR,ST,MASIHDAS BHUINYA,M,,NODATA,JKP,5989
Bihar,2000,298,6,MANOHARPUR,ST,GURGA PARASAD JAMUDA,M,,NODATA,INC,3928
Bihar,2000,298,7,MANOHARPUR,ST,ANAND GURIA,M,,NODATA,BSP,1117
Bihar,2000,298,8,MANOHARPUR,ST,RAMESWAR KINBO,M,,NODATA,RJD,824
Bihar,2000,298,9,MANOHARPUR,ST,RAMRAI JAMUDA,M,,NODATA,IND,709
Bihar,2000,298,10,MANOHARPUR,ST,SUSHIL BURH,M,,NODATA,IND,369
Bihar,2000,298,11,MANOHARPUR,ST,BUDHRAM CHEROWA,M,,NODATA,IND,275
Bihar,2000,298,12,MANOHARPUR,ST,JAMES KUMAR PAUL JOJO,M,,NODATA,IND,120
Bihar,2000,298,13,MANOHARPUR,ST,BANDHNA ORAON,M,,NODATA,IND,86
Bihar,2000,299,1,CHAKRADHARPUR,ST,CHUMNU ORAON,M,,NODATA,BJP,24243
Bihar,2000,299,2,CHAKRADHARPUR,ST,SUKHDEO HEMBROM,M,,NODATA,JMM,18030
Bihar,2000,299,3,CHAKRADHARPUR,ST,SOMAY GAGRAI,M,,NODATA,INC,17838
Bihar,2000,299,4,CHAKRADHARPUR,ST,SUKHLAL SOY,M,,NODATA,UGDP,12224
Bihar,2000,299,5,CHAKRADHARPUR,ST,THOMAS PURTY,M,,NODATA,JKP,2861
Bihar,2000,299,6,CHAKRADHARPUR,ST,RAMESH ORAON,M,,NODATA,RJD,2661
Bihar,2000,299,7,CHAKRADHARPUR,ST,CHANDU KUI,F,,NODATA,CPI,1124
Bihar,2000,299,8,CHAKRADHARPUR,ST,LAXMAN HEMBRAM,M,,NODATA,BSP,605
Bihar,2000,299,9,CHAKRADHARPUR,ST,MADAN GAGRAI,M,,NODATA,IND,306
Bihar,2000,299,10,CHAKRADHARPUR,ST,KANDRA SARDAR,M,,NODATA,IND,271
Bihar,2000,299,11,CHAKRADHARPUR,ST,MADAN MOHAN TOPPO,M,,NODATA,IND,135
Bihar,2000,301,1,TAMAR,ST,RAMESH SINGH MUNDA,M,,NODATA,SAP,37196
Bihar,2000,301,2,TAMAR,ST,KALICHARAN MUNDA,M,,NODATA,INC,18167
Bihar,2000,301,3,TAMAR,ST,LAKHIND SINGH MUNDA,M,,NODATA,JMM,10538
Bihar,2000,301,4,TAMAR,ST,MOHAN LAL PATAR MUNDA,M,,NODATA,JKP,5281
Bihar,2000,301,5,TAMAR,ST,BUDHAN LAL MUNDA,M,,NODATA,CPM,4128
Bihar,2000,301,6,TAMAR,ST,KALESHWAR MUNDA,M,,NODATA,CPI(ML)(L),3751
Bihar,2000,301,7,TAMAR,ST,PURNACHANDRA MUNDA,M,,NODATA,IND,1298
Bihar,2000,301,8,TAMAR,ST,DINESH SINGH MUNDA,M,,NODATA,BSP,917
Bihar,2000,301,9,TAMAR,ST,KRISHNA PATAR,M,,NODATA,IND,357
Bihar,2000,303,1,KHUNTI,ST,NILKANTH SINGH MUNDA,M,,NODATA,BJP,33828
Bihar,2000,303,2,KHUNTI,ST,SUSHILA KERKETTA,F,,NODATA,INC,25857
Bihar,2000,303,3,KHUNTI,ST,SANATAN KANDIR,M,,NODATA,JKP,10886
Bihar,2000,303,4,KHUNTI,ST,FOLEN KUJUR,F,,NODATA,RJD,1740
Bihar,2000,303,5,KHUNTI,ST,KANTI KINDO,F,,NODATA,BSP,236
Bihar,2000,304,1,SILLI,GEN,SUDESH KUMAR MAHTO,M,,NODATA,UGDP,40322
Bihar,2000,304,2,SILLI,GEN,KESHAW MAHTO KAMLESH,M,,NODATA,INC,25784
Bihar,2000,304,3,SILLI,GEN,RAJENDRA SINGH MUNDA,M,,NODATA,CPM,13736
Bihar,2000,304,4,SILLI,GEN,PASUPATI NATH MAHTO,M,,NODATA,BJP,3933
Bihar,2000,304,5,SILLI,GEN,SANTOSH MUNDA,M,,NODATA,CPI(ML)(L),3006
Bihar,2000,304,6,SILLI,GEN,CHHATRAPATI SHAHI MUNDA.,M,,NODATA,SAP,1023
